game_id,posteam,season,pass_attempts,passing_yards,rushing_yards,away_rest,home_rest,stadium_id,stadium,weekday,home_team,away_team,home_score,away_score,is_international,location,is_thursday
2002_01_ARI_WAS,ARI,2002,37,187.0,70.0,7,7,WAS00,FedExField,Sunday,WAS,ARI,31,23,0,Home,0
2002_01_ARI_WAS,WAS,2002,41,327.0,122.0,7,7,WAS00,FedExField,Sunday,WAS,ARI,31,23,0,Home,0
2002_01_ATL_GB,ATL,2002,27,209.0,180.0,7,7,GNB00,Lambeau Field,Sunday,GB,ATL,37,34,0,Home,0
2002_01_ATL_GB,GB,2002,38,284.0,211.0,7,7,GNB00,Lambeau Field,Sunday,GB,ATL,37,34,0,Home,0
2002_01_BAL_CAR,BAL,2002,36,218.0,77.0,7,7,CAR00,Ericsson Stadium,Sunday,CAR,BAL,10,7,0,Home,0
2002_01_BAL_CAR,CAR,2002,21,136.0,145.0,7,7,CAR00,Ericsson Stadium,Sunday,CAR,BAL,10,7,0,Home,0
2002_01_DAL_HOU,DAL,2002,33,131.0,155.0,7,7,HOU00,Reliant Stadium,Sunday,HOU,DAL,19,10,0,Home,0
2002_01_DAL_HOU,HOU,2002,28,145.0,87.0,7,7,HOU00,Reliant Stadium,Sunday,HOU,DAL,19,10,0,Home,0
2002_01_DET_MIA,DET,2002,39,220.0,51.0,7,7,MIA00,Pro Player Stadium,Sunday,MIA,DET,49,21,0,Home,0
2002_01_DET_MIA,MIA,2002,27,207.0,182.0,7,7,MIA00,Pro Player Stadium,Sunday,MIA,DET,49,21,0,Home,0
2002_01_IND_JAX,IND,2002,32,211.0,104.0,7,7,JAX00,Alltel Stadium,Sunday,JAX,IND,25,28,0,Home,0
2002_01_IND_JAX,JAX,2002,37,228.0,118.0,7,7,JAX00,Alltel Stadium,Sunday,JAX,IND,25,28,0,Home,0
2002_01_KC_CLE,CLE,2002,41,359.0,59.0,7,7,CLE00,Cleveland Browns Stadium,Sunday,CLE,KC,39,40,0,Home,0
2002_01_KC_CLE,KC,2002,29,276.0,194.0,7,7,CLE00,Cleveland Browns Stadium,Sunday,CLE,KC,39,40,0,Home,0
2002_01_MIN_CHI,CHI,2002,34,297.0,80.0,7,7,CHI99,Memorial Stadium (Champaign),Sunday,CHI,MIN,27,23,0,Home,0
2002_01_MIN_CHI,MIN,2002,29,234.0,140.0,7,7,CHI99,Memorial Stadium (Champaign),Sunday,CHI,MIN,27,23,0,Home,0
2002_01_NO_TB,NO,2002,44,260.0,118.0,7,7,TAM00,Raymond James Stadium,Sunday,TB,NO,20,26,0,Home,0
2002_01_NO_TB,TB,2002,56,278.0,72.0,7,7,TAM00,Raymond James Stadium,Sunday,TB,NO,20,26,0,Home,0
2002_01_NYJ_BUF,BUF,2002,43,271.0,142.0,7,7,BUF00,Ralph Wilson Stadium,Sunday,BUF,NYJ,31,37,0,Home,0
2002_01_NYJ_BUF,NYJ,2002,34,210.0,73.0,7,7,BUF00,Ralph Wilson Stadium,Sunday,BUF,NYJ,31,37,0,Home,0
2002_01_PHI_TEN,PHI,2002,42,212.0,80.0,7,7,NAS00,The Coliseum,Sunday,TEN,PHI,27,24,0,Home,0
2002_01_PHI_TEN,TEN,2002,35,269.0,61.0,7,7,NAS00,The Coliseum,Sunday,TEN,PHI,27,24,0,Home,0
2002_01_PIT_NE,NE,2002,45,294.0,63.0,7,7,BOS00,Gillette Stadium,Monday,NE,PIT,30,14,0,Home,0
2002_01_PIT_NE,PIT,2002,43,247.0,74.0,7,7,BOS00,Gillette Stadium,Monday,NE,PIT,30,14,0,Home,0
2002_01_SD_CIN,CIN,2002,35,198.0,36.0,7,7,CIN00,Paul Brown Stadium,Sunday,CIN,SD,6,34,0,Home,0
2002_01_SD_CIN,LAC,2002,20,160.0,241.0,7,7,CIN00,Paul Brown Stadium,Sunday,CIN,SD,6,34,0,Home,0
2002_01_SEA_OAK,LV,2002,30,214.0,221.0,7,7,OAK00,Network Associates Coliseum,Sunday,OAK,SEA,31,17,0,Home,0
2002_01_SEA_OAK,SEA,2002,35,155.0,43.0,7,7,OAK00,Network Associates Coliseum,Sunday,OAK,SEA,31,17,0,Home,0
2002_01_SF_NYG,NYG,2002,48,342.0,43.0,7,7,NYC00,Giants Stadium,Thursday,NYG,SF,13,16,0,Home,1
2002_01_SF_NYG,SF,2002,26,166.0,113.0,7,7,NYC00,Giants Stadium,Thursday,NYG,SF,13,16,0,Home,1
2002_01_STL_DEN,DEN,2002,31,202.0,104.0,7,7,DEN00,Invesco Field at Mile High,Sunday,DEN,STL,23,16,0,Home,0
2002_01_STL_DEN,LA,2002,44,315.0,32.0,7,7,DEN00,Invesco Field at Mile High,Sunday,DEN,STL,23,16,0,Home,0
2002_02_ARI_SEA,ARI,2002,24,107.0,249.0,7,7,SEA00,Seahawks Stadium,Sunday,SEA,ARI,13,24,0,Home,0
2002_02_ARI_SEA,SEA,2002,48,352.0,81.0,7,7,SEA00,Seahawks Stadium,Sunday,SEA,ARI,13,24,0,Home,0
2002_02_BUF_MIN,BUF,2002,53,463.0,31.0,7,7,MIN00,Hubert H. Humphrey Metrodome,Sunday,MIN,BUF,39,45,0,Home,0
2002_02_BUF_MIN,MIN,2002,51,281.0,213.0,7,7,MIN00,Hubert H. Humphrey Metrodome,Sunday,MIN,BUF,39,45,0,Home,0
2002_02_CHI_ATL,ATL,2002,32,166.0,122.0,7,7,ATL00,Georgia Dome,Sunday,ATL,CHI,13,14,0,Home,0
2002_02_CHI_ATL,CHI,2002,25,143.0,106.0,7,7,ATL00,Georgia Dome,Sunday,ATL,CHI,13,14,0,Home,0
2002_02_CIN_CLE,CIN,2002,52,239.0,156.0,7,7,CLE00,Cleveland Browns Stadium,Sunday,CLE,CIN,20,7,0,Home,0
2002_02_CIN_CLE,CLE,2002,31,198.0,75.0,7,7,CLE00,Cleveland Browns Stadium,Sunday,CLE,CIN,20,7,0,Home,0
2002_02_DEN_SF,DEN,2002,23,119.0,201.0,7,10,SFO00,3Com Park,Sunday,SF,DEN,14,24,0,Home,0
2002_02_DEN_SF,SF,2002,38,205.0,71.0,7,10,SFO00,3Com Park,Sunday,SF,DEN,14,24,0,Home,0
2002_02_DET_CAR,CAR,2002,33,310.0,75.0,7,7,CAR00,Ericsson Stadium,Sunday,CAR,DET,31,7,0,Home,0
2002_02_DET_CAR,DET,2002,36,106.0,73.0,7,7,CAR00,Ericsson Stadium,Sunday,CAR,DET,31,7,0,Home,0
2002_02_GB_NO,GB,2002,45,270.0,95.0,7,7,NOR00,Louisiana Superdome,Sunday,NO,GB,35,20,0,Home,0
2002_02_GB_NO,NO,2002,29,217.0,146.0,7,7,NOR00,Louisiana Superdome,Sunday,NO,GB,35,20,0,Home,0
2002_02_HOU_SD,HOU,2002,34,87.0,89.0,7,7,SDG00,Qualcomm Stadium,Sunday,SD,HOU,24,3,0,Home,0
2002_02_HOU_SD,LAC,2002,30,163.0,124.0,7,7,SDG00,Qualcomm Stadium,Sunday,SD,HOU,24,3,0,Home,0
2002_02_JAX_KC,JAX,2002,36,320.0,130.0,7,7,KAN00,Arrowhead Stadium,Sunday,KC,JAX,16,23,0,Home,0
2002_02_JAX_KC,KC,2002,33,199.0,140.0,7,7,KAN00,Arrowhead Stadium,Sunday,KC,JAX,16,23,0,Home,0
2002_02_MIA_IND,IND,2002,45,289.0,143.0,7,7,IND99,RCA Dome,Sunday,IND,MIA,13,21,0,Home,0
2002_02_MIA_IND,MIA,2002,19,187.0,163.0,7,7,IND99,RCA Dome,Sunday,IND,MIA,13,21,0,Home,0
2002_02_NE_NYJ,NE,2002,35,269.0,163.0,6,7,NYC00,Giants Stadium,Sunday,NYJ,NE,7,44,0,Home,0
2002_02_NE_NYJ,NYJ,2002,38,189.0,32.0,6,7,NYC00,Giants Stadium,Sunday,NYJ,NE,7,44,0,Home,0
2002_02_NYG_STL,LA,2002,40,266.0,92.0,10,7,STL00,Edward Jones Dome,Sunday,STL,NYG,21,26,0,Home,0
2002_02_NYG_STL,NYG,2002,28,307.0,103.0,10,7,STL00,Edward Jones Dome,Sunday,STL,NYG,21,26,0,Home,0
2002_02_OAK_PIT,LV,2002,70,403.0,95.0,7,6,PIT00,Heinz Field,Sunday,PIT,OAK,17,30,0,Home,0
2002_02_OAK_PIT,PIT,2002,34,201.0,72.0,7,6,PIT00,Heinz Field,Sunday,PIT,OAK,17,30,0,Home,0
2002_02_PHI_WAS,PHI,2002,40,292.0,168.0,8,8,WAS00,FedExField,Monday,WAS,PHI,7,37,0,Home,0
2002_02_PHI_WAS,WAS,2002,35,119.0,89.0,8,8,WAS00,FedExField,Monday,WAS,PHI,7,37,0,Home,0
2002_02_TB_BAL,BAL,2002,41,141.0,55.0,7,7,BAL00,Ravens Stadium,Sunday,BAL,TB,0,25,0,Home,0
2002_02_TB_BAL,TB,2002,32,211.0,74.0,7,7,BAL00,Ravens Stadium,Sunday,BAL,TB,0,25,0,Home,0
2002_02_TEN_DAL,DAL,2002,25,240.0,67.0,7,7,DAL99,Texas Stadium,Sunday,DAL,TEN,21,13,0,Home,0
2002_02_TEN_DAL,TEN,2002,46,259.0,98.0,7,7,DAL99,Texas Stadium,Sunday,DAL,TEN,21,13,0,Home,0
2002_03_BUF_DEN,BUF,2002,46,283.0,39.0,7,7,DEN00,Invesco Field at Mile High,Sunday,DEN,BUF,28,23,0,Home,0
2002_03_BUF_DEN,DEN,2002,35,211.0,163.0,7,7,DEN00,Invesco Field at Mile High,Sunday,DEN,BUF,28,23,0,Home,0
2002_03_CAR_MIN,CAR,2002,33,221.0,164.0,7,7,MIN00,Hubert H. Humphrey Metrodome,Sunday,MIN,CAR,14,21,0,Home,0
2002_03_CAR_MIN,MIN,2002,35,191.0,73.0,7,7,MIN00,Hubert H. Humphrey Metrodome,Sunday,MIN,CAR,14,21,0,Home,0
2002_03_CIN_ATL,ATL,2002,27,174.0,143.0,7,7,ATL00,Georgia Dome,Sunday,ATL,CIN,30,3,0,Home,0
2002_03_CIN_ATL,CIN,2002,44,136.0,66.0,7,7,ATL00,Georgia Dome,Sunday,ATL,CIN,30,3,0,Home,0
2002_03_CLE_TEN,CLE,2002,53,326.0,92.0,7,7,NAS00,The Coliseum,Sunday,TEN,CLE,28,31,0,Home,0
2002_03_CLE_TEN,TEN,2002,24,107.0,86.0,7,7,NAS00,The Coliseum,Sunday,TEN,CLE,28,31,0,Home,0
2002_03_DAL_PHI,DAL,2002,38,201.0,121.0,7,6,PHI99,Veterans Stadium,Sunday,PHI,DAL,44,13,0,Home,0
2002_03_DAL_PHI,PHI,2002,43,309.0,153.0,7,6,PHI99,Veterans Stadium,Sunday,PHI,DAL,44,13,0,Home,0
2002_03_GB_DET,DET,2002,36,182.0,95.0,7,7,DET00,Ford Field,Sunday,DET,GB,31,37,0,Home,0
2002_03_GB_DET,GB,2002,48,357.0,95.0,7,7,DET00,Ford Field,Sunday,DET,GB,31,37,0,Home,0
2002_03_IND_HOU,HOU,2002,26,99.0,126.0,7,7,HOU00,Reliant Stadium,Sunday,HOU,IND,3,23,0,Home,0
2002_03_IND_HOU,IND,2002,31,272.0,88.0,7,7,HOU00,Reliant Stadium,Sunday,HOU,IND,3,23,0,Home,0
2002_03_KC_NE,KC,2002,28,149.0,221.0,7,7,BOS00,Gillette Stadium,Sunday,NE,KC,41,38,0,Home,0
2002_03_KC_NE,NE,2002,59,410.0,97.0,7,7,BOS00,Gillette Stadium,Sunday,NE,KC,41,38,0,Home,0
2002_03_NO_CHI,CHI,2002,41,236.0,125.0,7,7,CHI99,Memorial Stadium (Champaign),Sunday,CHI,NO,23,29,0,Home,0
2002_03_NO_CHI,NO,2002,35,233.0,73.0,7,7,CHI99,Memorial Stadium (Champaign),Sunday,CHI,NO,23,29,0,Home,0
2002_03_NYJ_MIA,MIA,2002,31,185.0,211.0,7,7,MIA00,Pro Player Stadium,Sunday,MIA,NYJ,30,3,0,Home,0
2002_03_NYJ_MIA,NYJ,2002,31,157.0,58.0,7,7,MIA00,Pro Player Stadium,Sunday,MIA,NYJ,30,3,0,Home,0
2002_03_SD_ARI,ARI,2002,40,229.0,97.0,7,7,PHO99,Sun Devil Stadium,Sunday,ARI,SD,15,23,0,Home,0
2002_03_SD_ARI,LAC,2002,33,181.0,125.0,7,7,PHO99,Sun Devil Stadium,Sunday,ARI,SD,15,23,0,Home,0
2002_03_SEA_NYG,NYG,2002,41,282.0,94.0,7,7,NYC00,Giants Stadium,Sunday,NYG,SEA,9,6,0,Home,0
2002_03_SEA_NYG,SEA,2002,27,118.0,40.0,7,7,NYC00,Giants Stadium,Sunday,NYG,SEA,9,6,0,Home,0
2002_03_STL_TB,LA,2002,50,301.0,89.0,8,8,TAM00,Raymond James Stadium,Monday,TB,STL,26,14,0,Home,0
2002_03_STL_TB,TB,2002,34,199.0,63.0,8,8,TAM00,Raymond James Stadium,Monday,TB,STL,26,14,0,Home,0
2002_03_WAS_SF,SF,2002,30,125.0,252.0,6,7,SFO00,3Com Park,Sunday,SF,WAS,20,10,0,Home,0
2002_03_WAS_SF,WAS,2002,33,183.0,57.0,6,7,SFO00,3Com Park,Sunday,SF,WAS,20,10,0,Home,0
2002_04_CAR_GB,CAR,2002,28,202.0,139.0,7,7,GNB00,Lambeau Field,Sunday,GB,CAR,17,14,0,Home,0
2002_04_CAR_GB,GB,2002,37,231.0,99.0,7,7,GNB00,Lambeau Field,Sunday,GB,CAR,17,14,0,Home,0
2002_04_CHI_BUF,BUF,2002,38,328.0,103.0,7,7,BUF00,Ralph Wilson Stadium,Sunday,BUF,CHI,33,27,0,Home,0
2002_04_CHI_BUF,CHI,2002,31,188.0,52.0,7,7,BUF00,Ralph Wilson Stadium,Sunday,BUF,CHI,33,27,0,Home,0
2002_04_CLE_PIT,CLE,2002,32,144.0,123.0,7,14,PIT00,Heinz Field,Sunday,PIT,CLE,16,13,0,Home,0
2002_04_CLE_PIT,PIT,2002,39,265.0,93.0,7,14,PIT00,Heinz Field,Sunday,PIT,CLE,16,13,0,Home,0
2002_04_DAL_STL,DAL,2002,38,204.0,122.0,7,6,STL00,Edward Jones Dome,Sunday,STL,DAL,10,13,0,Home,0
2002_04_DAL_STL,LA,2002,41,279.0,93.0,7,6,STL00,Edward Jones Dome,Sunday,STL,DAL,10,13,0,Home,0
2002_04_DEN_BAL,BAL,2002,25,152.0,84.0,8,15,BAL00,Ravens Stadium,Monday,BAL,DEN,34,23,0,Home,0
2002_04_DEN_BAL,DEN,2002,57,328.0,97.0,8,15,BAL00,Ravens Stadium,Monday,BAL,DEN,34,23,0,Home,0
2002_04_HOU_PHI,HOU,2002,36,188.0,91.0,7,7,PHI99,Veterans Stadium,Sunday,PHI,HOU,35,17,0,Home,0
2002_04_HOU_PHI,PHI,2002,48,316.0,102.0,7,7,PHI99,Veterans Stadium,Sunday,PHI,HOU,35,17,0,Home,0
2002_04_MIA_KC,KC,2002,34,328.0,122.0,7,7,KAN00,Arrowhead Stadium,Sunday,KC,MIA,48,30,0,Home,0
2002_04_MIA_KC,MIA,2002,47,310.0,105.0,7,7,KAN00,Arrowhead Stadium,Sunday,KC,MIA,48,30,0,Home,0
2002_04_MIN_SEA,MIN,2002,57,273.0,194.0,7,7,SEA00,Seahawks Stadium,Sunday,SEA,MIN,48,23,0,Home,0
2002_04_MIN_SEA,SEA,2002,28,222.0,159.0,7,7,SEA00,Seahawks Stadium,Sunday,SEA,MIN,48,23,0,Home,0
2002_04_NE_SD,LAC,2002,18,104.0,238.0,7,7,SDG00,Qualcomm Stadium,Sunday,SD,NE,21,14,0,Home,0
2002_04_NE_SD,NE,2002,53,353.0,87.0,7,7,SDG00,Qualcomm Stadium,Sunday,SD,NE,21,14,0,Home,0
2002_04_NO_DET,DET,2002,35,267.0,85.0,7,7,DET00,Ford Field,Sunday,DET,NO,26,21,0,Home,0
2002_04_NO_DET,NO,2002,51,269.0,110.0,7,7,DET00,Ford Field,Sunday,DET,NO,26,21,0,Home,0
2002_04_NYG_ARI,ARI,2002,33,168.0,102.0,7,7,PHO99,Sun Devil Stadium,Sunday,ARI,NYG,21,7,0,Home,0
2002_04_NYG_ARI,NYG,2002,37,199.0,67.0,7,7,PHO99,Sun Devil Stadium,Sunday,ARI,NYG,21,7,0,Home,0
2002_04_NYJ_JAX,JAX,2002,17,173.0,223.0,7,14,JAX00,Alltel Stadium,Sunday,JAX,NYJ,28,3,0,Home,0
2002_04_NYJ_JAX,NYJ,2002,41,281.0,78.0,7,14,JAX00,Alltel Stadium,Sunday,JAX,NYJ,28,3,0,Home,0
2002_04_TB_CIN,CIN,2002,36,117.0,74.0,6,7,CIN00,Paul Brown Stadium,Sunday,CIN,TB,7,35,0,Home,0
2002_04_TB_CIN,TB,2002,32,277.0,101.0,6,7,CIN00,Paul Brown Stadium,Sunday,CIN,TB,7,35,0,Home,0
2002_04_TEN_OAK,LV,2002,41,381.0,90.0,7,14,OAK00,Network Associates Coliseum,Sunday,OAK,TEN,52,25,0,Home,0
2002_04_TEN_OAK,TEN,2002,50,398.0,43.0,7,14,OAK00,Network Associates Coliseum,Sunday,OAK,TEN,52,25,0,Home,0
2002_05_ARI_CAR,ARI,2002,41,221.0,91.0,7,7,CAR00,Ericsson Stadium,Sunday,CAR,ARI,13,16,0,Home,0
2002_05_ARI_CAR,CAR,2002,36,196.0,58.0,7,7,CAR00,Ericsson Stadium,Sunday,CAR,ARI,13,16,0,Home,0
2002_05_BAL_CLE,BAL,2002,30,208.0,201.0,6,7,CLE00,Cleveland Browns Stadium,Sunday,CLE,BAL,21,26,0,Home,0
2002_05_BAL_CLE,CLE,2002,51,396.0,62.0,6,7,CLE00,Cleveland Browns Stadium,Sunday,CLE,BAL,21,26,0,Home,0
2002_05_CIN_IND,CIN,2002,44,244.0,173.0,7,14,IND99,RCA Dome,Sunday,IND,CIN,28,21,0,Home,0
2002_05_CIN_IND,IND,2002,34,224.0,87.0,7,14,IND99,RCA Dome,Sunday,IND,CIN,28,21,0,Home,0
2002_05_GB_CHI,CHI,2002,53,353.0,45.0,8,8,CHI99,Memorial Stadium (Champaign),Monday,CHI,GB,21,34,0,Home,0
2002_05_GB_CHI,GB,2002,36,359.0,124.0,8,8,CHI99,Memorial Stadium (Champaign),Monday,CHI,GB,21,34,0,Home,0
2002_05_KC_NYJ,KC,2002,35,296.0,215.0,7,7,NYC00,Giants Stadium,Sunday,NYJ,KC,25,29,0,Home,0
2002_05_KC_NYJ,NYJ,2002,32,237.0,147.0,7,7,NYC00,Giants Stadium,Sunday,NYJ,KC,25,29,0,Home,0
2002_05_NE_MIA,MIA,2002,28,190.0,137.0,7,7,MIA00,Pro Player Stadium,Sunday,MIA,NE,26,13,0,Home,0
2002_05_NE_MIA,NE,2002,35,240.0,37.0,7,7,MIA00,Pro Player Stadium,Sunday,MIA,NE,26,13,0,Home,0
2002_05_NYG_DAL,DAL,2002,45,262.0,95.0,7,7,DAL99,Texas Stadium,Sunday,DAL,NYG,17,21,0,Home,0
2002_05_NYG_DAL,NYG,2002,29,228.0,104.0,7,7,DAL99,Texas Stadium,Sunday,DAL,NYG,17,21,0,Home,0
2002_05_OAK_BUF,BUF,2002,58,417.0,80.0,7,7,BUF00,Ralph Wilson Stadium,Sunday,BUF,OAK,31,49,0,Home,0
2002_05_OAK_BUF,LV,2002,39,357.0,142.0,7,7,BUF00,Ralph Wilson Stadium,Sunday,BUF,OAK,31,49,0,Home,0
2002_05_PHI_JAX,JAX,2002,25,197.0,70.0,7,7,JAX00,Alltel Stadium,Sunday,JAX,PHI,28,25,0,Home,0
2002_05_PHI_JAX,PHI,2002,53,230.0,199.0,7,7,JAX00,Alltel Stadium,Sunday,JAX,PHI,28,25,0,Home,0
2002_05_PIT_NO,NO,2002,26,205.0,121.0,7,7,NOR00,Louisiana Superdome,Sunday,NO,PIT,32,29,0,Home,0
2002_05_PIT_NO,PIT,2002,43,268.0,120.0,7,7,NOR00,Louisiana Superdome,Sunday,NO,PIT,32,29,0,Home,0
2002_05_SD_DEN,DEN,2002,37,316.0,117.0,7,6,DEN00,Invesco Field at Mile High,Sunday,DEN,SD,26,9,0,Home,0
2002_05_SD_DEN,LAC,2002,43,235.0,79.0,7,6,DEN00,Invesco Field at Mile High,Sunday,DEN,SD,26,9,0,Home,0
2002_05_STL_SF,LA,2002,41,232.0,88.0,7,14,SFO00,3Com Park,Sunday,SF,STL,37,13,0,Home,0
2002_05_STL_SF,SF,2002,28,214.0,179.0,7,14,SFO00,3Com Park,Sunday,SF,STL,37,13,0,Home,0
2002_05_TB_ATL,ATL,2002,42,187.0,70.0,7,14,ATL00,Georgia Dome,Sunday,ATL,TB,6,20,0,Home,0
2002_05_TB_ATL,TB,2002,33,261.0,74.0,7,14,ATL00,Georgia Dome,Sunday,ATL,TB,6,20,0,Home,0
2002_05_WAS_TEN,TEN,2002,43,245.0,59.0,14,7,NAS00,The Coliseum,Sunday,TEN,WAS,14,31,0,Home,0
2002_05_WAS_TEN,WAS,2002,39,293.0,156.0,14,7,NAS00,The Coliseum,Sunday,TEN,WAS,14,31,0,Home,0
2002_06_ATL_NYG,ATL,2002,27,257.0,67.0,7,7,NYC00,Giants Stadium,Sunday,NYG,ATL,10,17,0,Home,0
2002_06_ATL_NYG,NYG,2002,34,204.0,113.0,7,7,NYC00,Giants Stadium,Sunday,NYG,ATL,10,17,0,Home,0
2002_06_BAL_IND,BAL,2002,31,163.0,105.0,7,7,IND99,RCA Dome,Sunday,IND,BAL,22,20,0,Home,0
2002_06_BAL_IND,IND,2002,45,284.0,60.0,7,7,IND99,RCA Dome,Sunday,IND,BAL,22,20,0,Home,0
2002_06_BUF_HOU,BUF,2002,36,254.0,173.0,7,14,HOU00,Reliant Stadium,Sunday,HOU,BUF,24,31,0,Home,0
2002_06_BUF_HOU,HOU,2002,29,223.0,141.0,7,14,HOU00,Reliant Stadium,Sunday,HOU,BUF,24,31,0,Home,0
2002_06_CAR_DAL,CAR,2002,27,198.0,110.0,7,7,DAL99,Texas Stadium,Sunday,DAL,CAR,14,13,0,Home,0
2002_06_CAR_DAL,DAL,2002,38,225.0,137.0,7,7,DAL99,Texas Stadium,Sunday,DAL,CAR,14,13,0,Home,0
2002_06_CLE_TB,CLE,2002,42,151.0,60.0,7,7,TAM00,Raymond James Stadium,Sunday,TB,CLE,17,3,0,Home,0
2002_06_CLE_TB,TB,2002,32,194.0,186.0,7,7,TAM00,Raymond James Stadium,Sunday,TB,CLE,17,3,0,Home,0
2002_06_DET_MIN,DET,2002,42,309.0,53.0,14,14,MIN00,Hubert H. Humphrey Metrodome,Sunday,MIN,DET,31,24,0,Home,0
2002_06_DET_MIN,MIN,2002,37,295.0,111.0,14,14,MIN00,Hubert H. Humphrey Metrodome,Sunday,MIN,DET,31,24,0,Home,0
2002_06_GB_NE,GB,2002,28,147.0,158.0,6,7,BOS00,Gillette Stadium,Sunday,NE,GB,10,28,0,Home,0
2002_06_GB_NE,NE,2002,46,183.0,123.0,6,7,BOS00,Gillette Stadium,Sunday,NE,GB,10,28,0,Home,0
2002_06_JAX_TEN,JAX,2002,16,84.0,130.0,7,7,NAS00,The Coliseum,Sunday,TEN,JAX,23,14,0,Home,0
2002_06_JAX_TEN,TEN,2002,37,226.0,152.0,7,7,NAS00,The Coliseum,Sunday,TEN,JAX,23,14,0,Home,0
2002_06_KC_SD,KC,2002,30,236.0,88.0,7,7,SDG00,Qualcomm Stadium,Sunday,SD,KC,35,34,0,Home,0
2002_06_KC_SD,LAC,2002,42,319.0,153.0,7,7,SDG00,Qualcomm Stadium,Sunday,SD,KC,35,34,0,Home,0
2002_06_MIA_DEN,DEN,2002,49,335.0,111.0,7,7,DEN00,Invesco Field at Mile High,Sunday,DEN,MIA,22,24,0,Home,0
2002_06_MIA_DEN,MIA,2002,30,210.0,58.0,7,7,DEN00,Invesco Field at Mile High,Sunday,DEN,MIA,22,24,0,Home,0
2002_06_NO_WAS,NO,2002,25,205.0,119.0,7,7,WAS00,FedExField,Sunday,WAS,NO,27,43,0,Home,0
2002_06_NO_WAS,WAS,2002,51,320.0,54.0,7,7,WAS00,FedExField,Sunday,WAS,NO,27,43,0,Home,0
2002_06_OAK_STL,LA,2002,24,186.0,158.0,7,7,STL00,Edward Jones Dome,Sunday,STL,OAK,28,13,0,Home,0
2002_06_OAK_STL,LV,2002,49,332.0,65.0,7,7,STL00,Edward Jones Dome,Sunday,STL,OAK,28,13,0,Home,0
2002_06_PIT_CIN,CIN,2002,40,222.0,78.0,7,7,CIN00,Paul Brown Stadium,Sunday,CIN,PIT,7,34,0,Home,0
2002_06_PIT_CIN,PIT,2002,27,216.0,211.0,7,7,CIN00,Paul Brown Stadium,Sunday,CIN,PIT,7,34,0,Home,0
2002_06_SF_SEA,SEA,2002,32,212.0,123.0,8,15,SEA00,Seahawks Stadium,Monday,SEA,SF,21,28,0,Home,0
2002_06_SF_SEA,SF,2002,32,202.0,161.0,8,15,SEA00,Seahawks Stadium,Monday,SEA,SF,21,28,0,Home,0
2002_07_BUF_MIA,BUF,2002,36,182.0,132.0,7,7,MIA00,Pro Player Stadium,Sunday,MIA,BUF,10,23,0,Home,0
2002_07_BUF_MIA,MIA,2002,34,165.0,132.0,7,7,MIA00,Pro Player Stadium,Sunday,MIA,BUF,10,23,0,Home,0
2002_07_CAR_ATL,ATL,2002,28,214.0,187.0,7,7,ATL00,Georgia Dome,Sunday,ATL,CAR,30,0,0,Home,0
2002_07_CAR_ATL,CAR,2002,30,126.0,101.0,7,7,ATL00,Georgia Dome,Sunday,ATL,CAR,30,0,0,Home,0
2002_07_CHI_DET,CHI,2002,28,163.0,89.0,13,7,DET00,Ford Field,Sunday,DET,CHI,23,20,0,Home,0
2002_07_CHI_DET,DET,2002,31,199.0,192.0,13,7,DET00,Ford Field,Sunday,DET,CHI,23,20,0,Home,0
2002_07_DAL_ARI,ARI,2002,47,232.0,152.0,7,14,PHO99,Sun Devil Stadium,Sunday,ARI,DAL,9,6,0,Home,0
2002_07_DAL_ARI,DAL,2002,24,202.0,148.0,7,14,PHO99,Sun Devil Stadium,Sunday,ARI,DAL,9,6,0,Home,0
2002_07_DEN_KC,DEN,2002,51,376.0,141.0,7,7,KAN00,Arrowhead Stadium,Sunday,KC,DEN,34,37,0,Home,0
2002_07_DEN_KC,KC,2002,37,172.0,162.0,7,7,KAN00,Arrowhead Stadium,Sunday,KC,DEN,34,37,0,Home,0
2002_07_HOU_CLE,CLE,2002,32,148.0,89.0,7,7,CLE00,Cleveland Browns Stadium,Sunday,CLE,HOU,34,17,0,Home,0
2002_07_HOU_CLE,HOU,2002,45,306.0,89.0,7,7,CLE00,Cleveland Browns Stadium,Sunday,CLE,HOU,34,17,0,Home,0
2002_07_IND_PIT,IND,2002,50,304.0,72.0,8,8,PIT00,Heinz Field,Monday,PIT,IND,28,10,0,Home,0
2002_07_IND_PIT,PIT,2002,24,188.0,182.0,8,8,PIT00,Heinz Field,Monday,PIT,IND,28,10,0,Home,0
2002_07_JAX_BAL,BAL,2002,30,152.0,118.0,7,7,BAL00,Ravens Stadium,Sunday,BAL,JAX,17,10,0,Home,0
2002_07_JAX_BAL,JAX,2002,48,231.0,173.0,7,7,BAL00,Ravens Stadium,Sunday,BAL,JAX,17,10,0,Home,0
2002_07_MIN_NYJ,MIN,2002,39,288.0,101.0,7,14,NYC00,Giants Stadium,Sunday,NYJ,MIN,20,7,0,Home,0
2002_07_MIN_NYJ,NYJ,2002,31,324.0,91.0,7,14,NYC00,Giants Stadium,Sunday,NYJ,MIN,20,7,0,Home,0
2002_07_SD_OAK,LAC,2002,27,170.0,172.0,7,7,OAK00,Network Associates Coliseum,Sunday,OAK,SD,21,27,0,Home,0
